,noise,distortion,hdToTestRobustTime,hdToTestTime,avSurfDistToTestTime,myRobustHdTime,myHdTime,mymedianHdTime,olivieraTime,hdToTestRobustValue,hdToTestValue ,myRobustHdValue,myHdValue,mymeanHdValue,olivieraValue,avSurfDistToTestValue,WIDTH,HEIGHT,DEPTH,hdToTestValue,translations
34,0.0,0.0,4.86388194999995,4.8904374499998085,4.917821949999961,0.06544979999989664,0.02544439999996939,0.03800380000006953,0.4496841,33.71943060017473,330.06968961114865,44.0,97.0,13.56900691986084,98.0,159.71348735320305,346.0,299.0,611.0,330.06968961114865,0.0
35,0.0,0.0,10.390616099999988,10.295970249999982,10.445727699999907,0.021978300000000672,0.026728499999990163,0.03407369999990806,0.4646376,18.466185312619388,357.02801010564986,79.0,128.0,36.12847137451172,129.0,155.81853809754378,346.0,299.0,611.0,357.02801010564986,0.0
36,0.0,0.0,10.98004909999986,10.91665339999986,10.904157650000116,0.05440184999997655,0.025882200000069133,0.036164300000109506,0.5939261,8.246211251235321,305.38664017929796,62.0,166.0,11.218390464782715,167.0,134.13395389799112,346.0,299.0,611.0,305.38664017929796,0.0
37,0.0,0.0,10.213521850000006,10.192968700000165,10.24907875000008,0.02368514999989202,0.03487630000017816,0.03694455000004382,0.6590686,5.830951894845301,533.6937323971493,156.0,231.0,53.211387634277344,232.0,253.62449193636428,346.0,299.0,611.0,533.6937323971493,0.0
38,0.0,0.0,11.292556599999898,11.210111999999981,11.127058000000034,0.03731674999994539,0.028739100000166218,0.04976205000002665,0.3397189,1.0,303.8321905262838,6.0,75.0,2.075669527053833,76.0,54.0408082573919,346.0,299.0,611.0,303.8321905262838,0.0
39,0.0,0.0,10.363070450000123,10.262251249999963,10.497206399999868,0.022021199999926466,0.027082800000016505,0.034151849999943806,0.5664622,18.466185312619388,357.02801010564986,79.0,128.0,36.12847137451172,129.0,155.81853809754378,346.0,299.0,611.0,357.02801010564986,0.0
40,0.0,0.0,3.936377949999951,3.87181314999998,4.00592655000014,0.029429949999894234,0.027352100000143764,0.030584550000185118,0.5818377,204.36731636932555,355.72601816566635,130.0,169.0,69.21285247802734,170.0,287.7028255396565,394.0,343.0,501.0,355.72601816566635,0.0
41,0.0,0.0,4.063215350000064,4.0482423999999355,4.016162349999831,0.04950919999987491,0.03194065000002411,0.04049239999994825,0.6153476,1.0,140.43503836293846,91.0,161.0,16.351287841796875,162.0,42.67408854634284,394.0,343.0,501.0,140.43503836293846,0.0
42,0.0,0.0,3.028611499999897,3.09108614999991,3.0055938499999684,0.023870649999935267,0.029626600000028702,0.033300250000138476,0.4945085,3.0,181.81859090863068,52.0,97.0,18.27053451538086,101.0,83.70173504076061,394.0,343.0,501.0,181.81859090863068,0.0
43,0.0,0.0,11.231990849999875,11.208617550000099,11.028355150000152,0.022918099999969854,0.031363950000013574,0.04049624999993284,0.6888,5.0,395.17717545425114,66.0,168.0,11.784008026123047,169.0,131.91045878396298,394.0,343.0,501.0,395.17717545425114,0.0
44,0.0,0.0,3.933207750000065,3.967141950000041,3.8875369999998384,0.022306450000087352,0.02752755000005891,0.03065205000007154,0.6025162,204.36731636932555,355.72601816566635,130.0,169.0,69.21284484863281,170.0,287.70282553965643,394.0,343.0,501.0,355.72601816566635,0.0
45,0.0,0.0,7.256534600000123,7.34015629999999,7.137958249999883,0.025549599999976635,0.02962705000004462,0.03432509999993272,0.6836656,268.07802595420713,406.2733070237325,134.0,174.0,66.25942993164062,175.0,345.3377953923582,394.0,343.0,501.0,406.2733070237325,0.0
46,0.0,0.0,1.7976250000001528,1.8147612000000208,1.8421132500000112,0.026314199999887933,0.024942150000015317,0.026661200000035024,0.4716533,150.36139126207064,264.4806231087639,83.0,111.0,46.63864517211914,112.0,199.21395567121772,394.0,343.0,501.0,264.4806231087639,0.0
47,0.0,0.0,10.609647850000101,10.679483650000066,10.478474799999958,0.022301550000065617,0.029099250000172106,0.03458645000000615,0.6504717,9.683052983818818,412.1334735252646,118.0,178.0,40.41614532470703,179.0,179.16169478560673,394.0,343.0,501.0,412.1334735252646,0.0
48,0.0,0.0,4.0565105000000585,3.962275350000027,4.036629700000049,0.06398269999999684,0.031817749999845546,0.04073849999986123,0.6720043,1.0,140.43503836293846,91.0,161.0,16.351287841796875,162.0,42.67408854634284,394.0,343.0,501.0,140.43503836293846,0.0
49,0.0,0.0,7.2908628499999395,7.151848299999983,7.218705199999931,0.02569279999988794,0.03347429999985252,0.03425470000001951,0.6050561,268.07802595420713,406.2733070237325,135.0,174.0,66.25942993164062,175.0,345.3377953923582,394.0,343.0,501.0,406.2733070237325,0.0
50,0.0,0.0,5.4558805000001485,5.50761915000021,5.518315199999961,0.0768620999997438,0.024202550000154588,0.030812299999979587,0.365318,19.235384061671343,189.7050341978304,45.0,89.0,13.472198486328125,90.0,104.44746452077143,394.0,343.0,501.0,189.7050341978304,0.0
51,0.0,0.0,11.10016910000013,10.98980255000015,11.019320899999911,0.07052075000001423,0.02323709999973289,0.03577390000009473,0.2800297,1.0,375.90557324945314,12.0,28.0,2.8998990058898926,29.0,105.01937891902506,394.0,343.0,501.0,375.90557324945314,0.0
52,0.0,0.0,3.017037749999872,3.0366884500003835,3.0025964500000555,0.023807750000287342,0.029790300000058778,0.032999000000017986,0.4295752,3.0,181.81859090863068,52.0,97.0,18.267763137817383,101.0,83.70173504076064,394.0,343.0,501.0,181.81859090863068,0.0
53,0.0,0.0,1.786926549999862,1.8390371499999674,1.8038488000001962,0.03508525000006557,0.027500550000240764,0.022679749999952037,0.3952151,150.36139126207064,264.4806231087639,83.0,111.0,46.638641357421875,112.0,199.21395567121772,394.0,343.0,501.0,264.4806231087639,0.0
54,0.0,0.0,5.504633399999875,5.424970949999988,5.467278449999867,0.02331145000016477,0.024166949999653298,0.029930100000001403,0.4205411,19.235384061671343,189.7050341978304,45.0,89.0,13.483359336853027,90.0,104.44746452077148,394.0,343.0,501.0,189.7050341978304,0.0
55,0.0,0.0,10.838982600000236,10.933640400000058,10.844766199999867,0.01978259999987131,0.025072800000089046,0.031209400000079768,0.3874835,15.264337522473747,258.8532402733255,51.0,96.0,21.489887237548828,97.0,108.67787913455044,394.0,343.0,501.0,258.8532402733255,0.0
56,0.0,0.0,11.197910649999812,11.275298949999979,11.136241249999784,0.02274650000026668,0.031232750000071974,0.04138779999993858,0.5813413,5.0,395.17717545425114,66.0,168.0,11.78400993347168,169.0,131.91045878396298,394.0,343.0,501.0,395.17717545425114,0.0
57,0.0,0.0,10.536265100000037,10.501650899999731,10.548627300000135,0.02208729999983916,0.028840999999829364,0.053276000000096246,0.717679,9.683052983818818,412.1334735252646,119.0,178.0,40.639591217041016,179.0,179.16169478560684,394.0,343.0,501.0,412.1334735252646,0.0
58,0.0,0.0,10.96621765000009,10.913734100000056,10.877617799999825,0.03885570000011285,0.023037550000026386,0.03454940000028728,0.3384819,1.0,375.90557324945314,12.0,28.0,2.8998990058898926,29.0,105.01937891902503,394.0,343.0,501.0,375.90557324945314,0.0
59,0.0,0.0,10.845211399999698,10.626520400000118,10.964674800000012,0.01999919999980193,0.025451049999901443,0.03207499999962238,0.3781355,15.264337522473747,258.8532402733255,51.0,96.0,21.477537155151367,97.0,108.67787913455034,394.0,343.0,501.0,258.8532402733255,0.0
60,0.0,0.0,5.672603099999833,5.514214350000202,5.653416799999832,0.06379194999999527,0.024385500000335014,0.028232350000052975,0.5091793,259.4754554598961,385.7188094972813,117.0,162.0,57.03662872314453,163.0,332.012983216798,358.0,320.0,480.0,385.7188094972813,0.0
61,0.0,0.0,1.311208650000026,1.3874276500000633,1.3193421999999373,0.07187154999974155,0.021095299999615236,0.023025350000352773,0.4518597,139.2534952926063,241.51397475094478,89.0,117.0,56.251224517822266,118.0,178.68977934233638,358.0,320.0,480.0,241.51397475094478,0.0
62,0.0,0.0,7.144419550000293,7.106010999999853,7.175966100000096,0.054016499999761436,0.026459649999651447,0.031834799999614916,0.5020266,10.0,377.6572520156339,119.0,173.0,42.043296813964844,174.0,146.77847080806433,358.0,320.0,480.0,377.6572520156339,0.0
63,0.0,0.0,5.635378149999724,5.747907950000354,5.576988100000108,0.0753810500000327,0.029035649999968882,0.028019700000186276,0.5594154,259.4754554598961,385.7188094972813,117.0,162.0,57.0366325378418,163.0,332.0129832167979,358.0,320.0,480.0,385.7188094972813,0.0
64,0.0,0.0,3.6667836999999963,3.6019428499998867,3.5928334000000177,0.026878650000071502,0.02096029999984239,0.026166600000124163,0.3987213,40.162171256046406,192.60841103129428,38.0,81.0,12.293079376220703,82.0,113.80935005803256,358.0,320.0,480.0,192.60841103129428,0.0
65,0.0,0.0,10.410361049999665,10.449151450000045,10.41980250000006,0.07086939999999231,0.020974049999949784,0.05281955000009475,0.3686795,1.0,371.7391558606653,12.0,33.0,3.0322906970977783,34.0,121.39912762109161,358.0,320.0,480.0,371.7391558606653,0.0
66,0.0,0.0,1.3085806499998398,1.3984801500000685,1.3943028499998036,0.05359565000026123,0.02229605000002266,0.022856250000131695,0.4910273,139.2534952926063,241.51397475094478,89.0,117.0,56.251224517822266,118.0,178.68977934233638,358.0,320.0,480.0,241.51397475094478,0.0
67,0.0,0.0,3.588192600000184,3.5965951999996832,3.61935265000011,0.04469874999995227,0.020850200000040786,0.03482675000032032,0.3515353,40.162171256046406,192.60841103129428,38.0,81.0,12.29307746887207,82.0,113.80935005803256,358.0,320.0,480.0,192.60841103129428,0.0
68,0.0,0.0,7.266189299999951,7.178807400000096,7.294726099999934,0.03214705000027607,0.02552525000010064,0.03183054999999513,0.4716493,23.280893453645632,249.75187686982454,64.0,95.0,27.328815460205078,96.0,105.47055820582976,358.0,320.0,480.0,249.75187686982454,0.0
69,0.0,0.0,7.074532749999889,7.139176500000303,7.234745249999833,0.021394050000253628,0.026496550000047137,0.03208379999978206,0.6189062,10.0,377.6572520156339,119.0,173.0,42.22541809082031,174.0,146.77847080806433,358.0,320.0,480.0,377.6572520156339,0.0
70,0.0,0.0,10.342515399999684,10.462044299999889,10.39296689999992,0.02919014999997671,0.020778499999778433,0.032134250000126485,0.2755569,1.0,371.7391558606653,12.0,33.0,3.03216552734375,34.0,121.39912762109157,358.0,320.0,480.0,371.7391558606653,0.0
71,0.0,0.0,7.332265100000313,7.173051700000087,7.332491600000139,0.051029100000050676,0.02542314999982409,0.031782550000116316,0.3398881,23.280893453645632,249.75187686982454,64.0,95.0,27.328815460205078,96.0,105.47055820582978,358.0,320.0,480.0,249.75187686982454,0.0
72,0.0,0.0,3.8319232000003467,3.74524990000009,3.795649100000446,0.049178350000147475,0.02568440000004557,0.03199949999998353,0.5204237,149.68633872200897,295.88680267967345,120.0,168.0,42.95891189575195,169.0,215.34536443486985,361.0,311.0,478.0,295.88680267967345,0.0
73,0.0,0.0,4.288987150000139,4.291980850000073,4.264916950000043,0.031783399999767425,0.0270363500003441,0.03817204999995738,0.5157354,1.4142135623730951,146.53668482670133,88.0,151.0,14.001371383666992,152.0,53.11877864939975,361.0,311.0,478.0,146.53668482670133,0.0
74,0.0,0.0,2.9702358500003356,2.963783450000392,2.9789766499998223,0.0742081500002314,0.02678089999972144,0.03260499999987587,0.4329632,4.69041575982343,152.23008901002456,53.0,92.0,20.7208251953125,93.0,81.21231642584878,361.0,311.0,478.0,152.23008901002456,0.0
75,0.0,0.0,11.40459779999992,11.502124300000105,11.49641870000005,0.06704844999967463,0.02679260000013528,0.058716850000109844,0.5915131,9.1104335791443,361.7969043538101,60.0,155.0,8.9446439743042,156.0,139.5295955324429,361.0,311.0,478.0,361.7969043538101,0.0
76,0.0,0.0,3.8384101999999984,3.7964750500000264,3.798498649999601,0.03158529999973325,0.025572099999862985,0.02989339999976437,0.610013,149.68633872200897,295.88680267967345,119.0,168.0,42.95890808105469,169.0,215.34536443486982,361.0,311.0,478.0,295.88680267967345,0.0
77,0.0,0.0,7.11623204999978,7.121704350000073,7.282663850000063,0.025313050000022486,0.028490099999999074,0.03482339999982287,0.6331833,208.21383239352758,342.04678042630366,133.0,175.0,56.172367095947266,177.0,279.20355640569215,361.0,311.0,478.0,342.04678042630366,0.0
78,0.0,0.0,1.9721549999999297,1.983580350000011,1.9734541500001797,0.019999099999949976,0.024516700000276614,0.025495650000266323,0.4088452,97.42176348229383,221.6483701722167,79.0,121.0,38.10276412963867,122.0,155.46302926282257,361.0,311.0,478.0,221.6483701722167,0.0
79,0.0,0.0,8.412864200000058,8.462835700000142,8.49941734999993,0.05213370000001305,0.02827514999989944,0.035608249999768304,0.5762362,5.830951894845301,344.8535921228022,111.0,183.0,30.049482345581055,197.0,124.53861162118504,361.0,311.0,478.0,344.8535921228022,0.0
80,0.0,0.0,4.296770750000178,4.303974599999947,4.265684149999743,0.05071315000031973,0.027066300000115007,0.038419799999701354,0.5398619,1.4142135623730951,146.53668482670133,88.0,151.0,14.001373291015625,152.0,53.11877864939974,361.0,311.0,478.0,146.53668482670133,0.0
81,0.0,0.0,7.080365799999981,7.111340250000012,7.293343150000055,0.025570649999735906,0.029059050000341813,0.035444099999949685,0.6364247,208.21383239352758,342.04678042630366,133.0,175.0,56.17235565185547,177.0,279.20355640569227,361.0,311.0,478.0,342.04678042630366,0.0
82,0.0,0.0,4.278381050000007,4.262725000000046,4.257741150000129,0.07596454999975322,0.025113949999649776,0.0316031499996825,0.4496033,19.261360284258224,186.9063936841113,53.0,98.0,15.626686096191406,109.0,89.60262555942413,361.0,311.0,478.0,186.9063936841113,0.0
83,0.0,0.0,10.613332049999826,10.605548349999935,10.727340550000008,0.07764395000003788,0.02211249999982101,0.036303400000178954,0.3060946,1.0,370.10674135984067,16.0,32.0,3.781238555908203,33.0,106.90621037910962,361.0,311.0,478.0,370.10674135984067,0.0
84,0.0,0.0,2.9406797499996173,2.9883263000001534,2.9932134499999847,0.07291029999987586,0.02647735000027751,0.03243465000014112,0.4152764,4.69041575982343,152.23008901002456,53.0,92.0,20.720829010009766,93.0,81.21231642584878,361.0,311.0,478.0,152.23008901002456,0.0
85,0.0,0.0,1.9572223499999382,1.960504299999684,2.0115138000001025,0.04420690000006289,0.02447520000032455,0.02573225000014645,0.4488079,97.42176348229383,221.6483701722167,79.0,121.0,38.102760314941406,122.0,155.4630292628226,361.0,311.0,478.0,221.6483701722167,0.0
86,0.0,0.0,4.253614849999849,4.309748050000053,4.306960700000218,0.030591549999826384,0.025266350000038074,0.03138009999975111,0.4270439,19.261360284258224,186.9063936841113,52.0,98.0,15.626686096191406,109.0,89.6026255594241,361.0,311.0,478.0,186.9063936841113,0.0
87,0.0,0.0,8.499796300000071,8.45660799999996,8.562089000000014,0.07030154999984006,0.02605809999977282,0.033235249999961525,0.4670434,16.64331697709324,257.66839154230775,56.0,96.0,22.8720760345459,115.0,100.73382747019768,361.0,311.0,478.0,257.66839154230775,0.0
88,0.0,0.0,11.64966185000003,11.634774900000139,11.575544449999597,0.031573849999858794,0.026878749999923457,0.03891360000034183,0.6231136,9.1104335791443,361.7969043538101,60.0,155.0,8.944600105285645,156.0,139.52959553244293,361.0,311.0,478.0,361.7969043538101,0.0
89,0.0,0.0,8.398467099999834,8.573406599999544,8.41598355000042,0.02136300000074698,0.028457049999815354,0.035295050000058836,0.6970951,5.830951894845301,344.8535921228022,111.0,183.0,30.049482345581055,197.0,124.53861162118505,361.0,311.0,478.0,344.8535921228022,0.0
90,0.0,0.0,10.748910100000103,10.64058230000046,10.598226500000237,0.08058989999972255,0.02191949999996723,0.03589839999949618,0.2575519,1.0,370.10674135984067,16.0,32.0,3.7804808616638184,33.0,106.90621037910961,361.0,311.0,478.0,370.10674135984067,0.0
91,0.0,0.0,8.500948050000261,8.443047900000238,8.461485150000044,0.020922849999806203,0.02617145000021992,0.03330889999961073,0.4760201,16.64331697709324,257.66839154230775,56.0,96.0,22.8720760345459,115.0,100.73382747019762,361.0,311.0,478.0,257.66839154230775,0.0
92,0.0,0.0,4.298346849999689,4.326496250000673,4.3316846999996415,0.023995749999812688,0.025021699999342673,0.02844734999962384,0.537563,208.25705270170323,339.10470359462727,144.0,190.0,70.70496368408203,188.0,261.2922639776441,367.0,347.0,474.0,339.10470359462727,0.0
93,0.0,0.0,5.020002899999781,4.991244550000374,4.981117599999379,0.07510290000027453,0.024031250000007276,0.04359319999912259,0.4754058,1.4142135623730951,157.95252451290546,63.0,115.0,9.89629077911377,122.0,43.66304375436895,367.0,347.0,474.0,157.95252451290546,0.0
94,0.0,0.0,3.5670632500005013,3.5548776499999803,3.5874411500008136,0.06404554999971879,0.025146349999886297,0.028863900000033027,0.4136028,9.0,159.04087524910065,63.0,103.0,23.684776306152344,105.0,82.78906979943486,367.0,347.0,474.0,159.04087524910065,0.0
95,0.0,0.0,11.805542199999763,11.779146349999792,11.7854798999997,0.04960879999998724,0.02415519999976823,0.033972049999647425,0.4300217,8.717797887081348,368.13176988681647,41.0,121.0,7.464200973510742,131.0,132.25769165781318,367.0,347.0,474.0,368.13176988681647,0.0
96,0.0,0.0,4.320671800000127,4.32621835000009,4.35840565000035,0.020493699999860837,0.024929700000029698,0.02812050000011368,0.5913677,208.25705270170323,339.10470359462727,143.0,190.0,70.12747955322266,188.0,261.2922639776441,367.0,347.0,474.0,339.10470359462727,0.0
97,0.0,0.0,6.1122126500004015,6.01328784999987,6.015169300000707,0.023830000000089058,0.028127999999924214,0.03240235000066605,0.6963556,230.8562647907126,383.6951915257735,137.0,188.0,70.79501342773438,188.0,314.46521350077137,367.0,347.0,474.0,383.6951915257735,0.0
98,0.0,0.0,1.424810050000815,1.4430127000005086,1.5348375000003216,0.020104799999899114,0.023523800000475603,0.02343840000048658,0.5137191,141.8824900130535,247.37218922101974,88.0,117.0,53.09421157836914,118.0,184.14823397221397,367.0,347.0,474.0,247.37218922101974,0.0
99,0.0,0.0,7.875624799999969,7.824591149999833,8.008291899999676,0.06961480000063602,0.02740780000021914,0.032648450000124285,0.7110577,7.0,368.9078475717208,108.0,191.0,37.29537582397461,195.0,144.58800468126458,367.0,347.0,474.0,368.9078475717208,0.0
